Transaction_ID,Date,Account_Type,Transaction_Amount,Cash_Flow,Net_Income,Revenue,Expenditure,Profit_Margin,Debt-to-Equity_Ratio,Operating_Expenses,Gross_Profit,Transaction_Volume,Processing_Time_seconds,Accuracy_Score,Missing_Data_Indicator,Normalized_Transaction_Amount,Transaction_Outcome,Month_Year,Month,Month_Num,Quarter,Year,DayOfWeek,Net_Profit,OpEx_Ratio,Success_Flag
734,2027-01-04,Liability,2108,4486,1491,1111,2959,0.2404,1.7746,4138,257,2,0.645,0.8622,0,0.4092,1,2027-01,January,1,1,2027,Monday,-1848,3.7246,Success
735,2027-01-05,Liability,3014,3284,1222,3084,2482,0.6471,1.407,4514,143,6,1.6023,0.8259,0,0.5944,1,2027-01,January,1,1,2027,Tuesday,602,1.4637,Success
736,2027-01-06,Expense,3809,2844,3204,2016,3836,0.5536,0.8957,4775,3065,2,1.312,0.8403,0,0.757,1,2027-01,January,1,1,2027,Wednesday,-1820,2.3686,Success
737,2027-01-07,Asset,3095,2825,1314,3009,2230,0.6704,2.5528,2378,444,3,0.6302,0.8051,0,0.611,1,2027-01,January,1,1,2027,Thursday,779,0.7903,Success
738,2027-01-08,Revenue,2509,2237,2947,3847,925,0.6159,1.0139,3685,3803,2,1.8289,0.8709,0,0.4912,1,2027-01,January,1,1,2027,Friday,2922,0.9579,Success
739,2027-01-09,Liability,1487,2103,1185,2097,1819,0.4055,1.4728,821,952,6,1.9325,0.862,0,0.2823,1,2027-01,January,1,1,2027,Saturday,278,0.3915,Success
740,2027-01-10,Asset,3687,697,1596,4661,1905,0.4364,0.7775,3387,625,7,1.5021,0.9235,0,0.732,1,2027-01,January,1,1,2027,Sunday,2756,0.7267,Success
741,2027-01-11,Liability,2064,3712,2580,3055,1845,0.7925,1.1819,1027,2122,5,0.659,0.8777,0,0.4002,1,2027-01,January,1,1,2027,Monday,1210,0.3362,Success
742,2027-01-12,Liability,1970,870,495,4312,3855,0.5343,2.8476,458,2471,2,1.5467,0.8739,0,0.381,1,2027-01,January,1,1,2027,Tuesday,457,0.1062,Success
743,2027-01-13,Liability,3914,907,499,4007,1084,0.4264,1.5602,3319,3737,9,0.7525,0.8753,0,0.7784,1,2027-01,January,1,1,2027,Wednesday,2923,0.8283,Success
744,2027-01-14,Revenue,2951,2670,1560,4066,1905,0.3491,1.6211,1126,1781,6,1.723,0.8577,0,0.5816,1,2027-01,January,1,1,2027,Thursday,2161,0.2769,Success
745,2027-01-15,Liability,3196,2128,1157,4481,507,0.4462,2.2309,3261,521,8,1.4935,0.9318,0,0.6316,1,2027-01,January,1,1,2027,Friday,3974,0.7277,Success
746,2027-01-16,Liability,4916,1451,816,3863,220,0.5699,1.6302,1054,887,3,1.4564,0.8602,0,0.9832,1,2027-01,January,1,1,2027,Saturday,3643,0.2728,Success
747,2027-01-17,Liability,141,3991,2070,3367,815,0.4311,1.5877,2527,2897,8,1.4367,0.8614,0,0.0072,1,2027-01,January,1,1,2027,Sunday,2552,0.7505,Success
748,2027-01-18,Liability,4375,1672,936,4137,1893,0.3143,0.9639,2737,2664,7,1.3108,0.9938,0,0.8726,1,2027-01,January,1,1,2027,Monday,2244,0.6616,Success
749,2027-01-19,Asset,3077,2646,2653,2986,127,0.494,0.874,306,797,5,0.7397,0.9874,0,0.6073,1,2027-01,January,1,1,2027,Tuesday,2859,0.1025,Success
750,2027-01-20,Asset,4506,3480,248,4552,3397,0.648,2.9634,2102,447,2,0.9141,0.8862,0,0.8994,1,2027-01,January,1,1,2027,Wednesday,1155,0.4618,Success
751,2027-01-21,Revenue,4230,3406,1712,4072,549,0.3317,1.1526,4743,3857,6,1.4727,0.8408,0,0.843,1,2027-01,January,1,1,2027,Thursday,3523,1.1648,Success
752,2027-01-22,Liability,3644,4241,2394,3147,341,0.3887,2.9122,1973,3665,2,0.5317,0.9625,0,0.7232,1,2027-01,January,1,1,2027,Friday,2806,0.6269,Success
753,2027-01-23,Liability,4050,1789,3953,4787,3317,0.4401,1.1733,698,3670,6,0.7296,0.8633,0,0.8062,1,2027-01,January,1,1,2027,Saturday,1470,0.1458,Success
754,2027-01-24,Asset,4866,2212,1481,2488,3480,0.3558,1.3122,2921,2180,4,1.146,0.8801,0,0.973,1,2027-01,January,1,1,2027,Sunday,-992,1.174,Success
755,2027-01-25,Asset,962,3780,1040,691,3212,0.7638,1.6715,3713,1763,8,0.6482,0.8627,0,0.175,1,2027-01,January,1,1,2027,Monday,-2521,5.3734,Success
756,2027-01-26,Expense,1927,1242,3730,880,2519,0.6281,1.3553,4482,714,7,0.5704,0.8246,0,0.3722,1,2027-01,January,1,1,2027,Tuesday,-1639,5.0932,Success
757,2027-01-27,Revenue,2805,2991,3556,3039,2453,0.2619,2.0359,4897,394,2,1.7706,0.9146,0,0.5517,1,2027-01,January,1,1,2027,Wednesday,586,1.6114,Success
758,2027-01-28,Expense,3692,1186,2031,1049,2691,0.4779,0.567,756,158,4,0.5973,0.8494,0,0.733,1,2027-01,January,1,1,2027,Thursday,-1642,0.7207,Success
759,2027-01-29,Asset,436,2212,1278,2571,337,0.7558,1.1448,4983,436,5,1.3284,0.8887,0,0.0675,1,2027-01,January,1,1,2027,Friday,2234,1.9382,Success
760,2027-01-30,Revenue,2730,1060,2861,642,898,0.6716,1.5829,3696,3696,4,1.5261,0.9195,0,0.5364,1,2027-01,January,1,1,2027,Saturday,-256,5.757,Success
761,2027-01-31,Liability,2753,4080,3277,4325,2075,0.4287,2.531,199,1795,5,1.0862,0.9786,0,0.5411,1,2027-01,January,1,1,2027,Sunday,2250,0.046,Success
762,2027-02-01,Asset,3363,2653,1741,478,3841,0.7883,1.447,4892,2869,3,0.6692,0.9957,0,0.6658,1,2027-02,February,2,1,2027,Monday,-3363,10.2343,Success
763,2027-02-02,Revenue,2148,2750,3525,416,1985,0.4089,1.9321,122,2512,5,1.6154,0.9146,0,0.4174,1,2027-02,February,2,1,2027,Tuesday,-1569,0.2933,Success
764,2027-02-03,Liability,2574,1945,1896,813,660,0.663,2.1274,4940,3468,1,0.5342,0.9607,1,0.5045,1,2027-02,February,2,1,2027,Wednesday,153,6.0763,Success
765,2027-02-04,Expense,201,509,3256,1038,1809,0.4123,0.7255,4509,670,1,0.6907,0.8268,0,0.0194,1,2027-02,February,2,1,2027,Thursday,-771,4.3439,Success
766,2027-02-05,Liability,1867,2356,555,2659,3244,0.6977,0.6703,4489,2602,7,1.9998,0.81,0,0.36,1,2027-02,February,2,1,2027,Friday,-585,1.6882,Success
767,2027-02-06,Liability,535,2259,1912,405,3471,0.2831,0.5202,3342,2844,9,0.6361,0.809,0,0.0877,1,2027-02,February,2,1,2027,Saturday,-3066,8.2519,Success
768,2027-02-07,Liability,3039,1031,1930,4848,818,0.4825,2.3769,226,868,9,0.55,0.8029,0,0.5996,1,2027-02,February,2,1,2027,Sunday,4030,0.0466,Success
769,2027-02-08,Revenue,4642,1743,3866,2945,2055,0.3329,2.8842,2921,144,1,1.8389,0.8703,0,0.9272,1,2027-02,February,2,1,2027,Monday,890,0.9919,Success
770,2027-02-09,Revenue,697,3395,965,1244,301,0.4821,1.2963,484,565,7,1.7264,0.8199,0,0.1208,1,2027-02,February,2,1,2027,Tuesday,943,0.3891,Success
771,2027-02-10,Asset,4933,593,1380,4357,715,0.2761,1.7589,631,2835,2,1.2342,0.881,0,0.9867,1,2027-02,February,2,1,2027,Wednesday,3642,0.1448,Success
772,2027-02-11,Revenue,3209,2840,2834,3486,519,0.4142,0.5853,3423,3350,1,0.6695,0.9944,0,0.6343,1,2027-02,February,2,1,2027,Thursday,2967,0.9819,Success
773,2027-02-12,Liability,2960,4290,1464,3549,2533,0.3439,1.5521,4294,1962,4,0.5358,0.8748,0,0.5834,1,2027-02,February,2,1,2027,Friday,1016,1.2099,Success
774,2027-02-13,Liability,314,3617,2708,3536,1248,0.4115,1.4002,3946,3012,9,1.6022,0.9703,0,0.0425,1,2027-02,February,2,1,2027,Saturday,2288,1.116,Success
775,2027-02-14,Liability,1870,2819,1816,2856,2723,0.3651,1.1777,2600,3516,3,1.5154,0.8601,0,0.3606,1,2027-02,February,2,1,2027,Sunday,133,0.9104,Success
776,2027-02-15,Liability,611,2872,366,2874,686,0.6515,1.0479,299,792,2,1.213,0.9262,0,0.1032,1,2027-02,February,2,1,2027,Monday,2188,0.104,Success
777,2027-02-16,Liability,440,3533,488,1292,3923,0.4345,1.7425,4200,1444,6,1.4296,0.8839,0,0.0683,1,2027-02,February,2,1,2027,Tuesday,-2631,3.2508,Success
778,2027-02-17,Expense,2189,1022,3966,3309,667,0.5916,2.4454,4952,204,9,0.6322,0.8793,0,0.4258,1,2027-02,February,2,1,2027,Wednesday,2642,1.4965,Success
779,2027-02-18,Asset,2200,2718,3022,615,2057,0.2951,0.8514,1769,515,6,0.753,0.8141,0,0.428,1,2027-02,February,2,1,2027,Thursday,-1442,2.8764,Success
780,2027-02-19,Revenue,2605,1569,3318,2053,2959,0.4412,1.1585,2396,2051,6,1.0795,0.8343,0,0.5108,1,2027-02,February,2,1,2027,Friday,-906,1.1671,Success
781,2027-02-20,Revenue,444,2630,2588,2392,1343,0.4269,2.485,3803,2368,4,0.8706,0.9973,0,0.0691,0,2027-02,February,2,1,2027,Saturday,1049,1.5899,Failure
782,2027-02-21,Asset,4500,523,987,3818,1156,0.4551,1.725,1656,1687,2,0.9082,0.9973,1,0.8982,1,2027-02,February,2,1,2027,Sunday,2662,0.4337,Success
783,2027-02-22,Liability,4954,2483,2620,2154,3707,0.383,1.4861,3730,1960,7,1.7268,0.828,0,0.991,1,2027-02,February,2,1,2027,Monday,-1553,1.7317,Success
784,2027-02-23,Expense,984,4339,3170,3700,3929,0.703,2.899,1377,3985,8,1.2033,0.8006,0,0.1795,1,2027-02,February,2,1,2027,Tuesday,-229,0.3722,Success
785,2027-02-24,Liability,2295,4128,3417,1547,878,0.5855,1.6134,1385,3804,5,1.9575,0.8589,0,0.4475,1,2027-02,February,2,1,2027,Wednesday,669,0.8953,Success
786,2027-02-25,Revenue,2542,2886,2544,1977,417,0.4709,1.7759,4312,726,3,1.9546,0.913,0,0.498,1,2027-02,February,2,1,2027,Thursday,1560,2.1811,Success
787,2027-02-26,Revenue,1827,2651,2885,3675,456,0.4528,2.4681,1611,1369,8,1.9484,0.887,0,0.3518,1,2027-02,February,2,1,2027,Friday,3219,0.4384,Success
788,2027-02-27,Liability,1144,4008,3622,4246,2209,0.5946,0.7788,2533,1549,6,0.6711,0.9096,0,0.2122,1,2027-02,February,2,1,2027,Saturday,2037,0.5966,Success
789,2027-02-28,Asset,1757,2908,1860,3140,422,0.2658,0.5333,613,646,7,0.9788,0.9113,0,0.3375,1,2027-02,February,2,1,2027,Sunday,2718,0.1952,Success
790,2027-03-01,Asset,3850,862,1840,4167,1611,0.3131,1.2295,4641,3443,6,0.8525,0.8654,0,0.7653,1,2027-03,March,3,1,2027,Monday,2556,1.1138,Success
791,2027-03-02,Liability,1714,3102,2941,3452,3363,0.6304,2.6657,1713,581,2,0.895,0.946,0,0.3287,1,2027-03,March,3,1,2027,Tuesday,89,0.4962,Success
792,2027-03-03,Expense,4929,701,443,689,1218,0.7305,0.9911,4448,1547,6,1.4508,0.8901,0,0.9859,1,2027-03,March,3,1,2027,Wednesday,-529,6.4557,Success
793,2027-03-04,Expense,3784,2827,205,2943,962,0.3869,2.8427,3117,1885,1,0.9539,0.9665,0,0.7518,1,2027-03,March,3,1,2027,Thursday,1981,1.0591,Success
794,2027-03-05,Liability,3848,4116,2605,2862,3476,0.6538,2.177,1807,3393,8,1.7016,0.9,0,0.7649,1,2027-03,March,3,1,2027,Friday,-614,0.6314,Success
795,2027-03-06,Asset,3101,977,3014,642,2186,0.4606,2.5289,501,178,6,1.7399,0.9003,0,0.6122,1,2027-03,March,3,1,2027,Saturday,-1544,0.7804,Success
796,2027-03-07,Liability,4416,2848,1579,3439,793,0.553,2.0013,4803,2937,8,0.7043,0.8676,0,0.881,1,2027-03,March,3,1,2027,Sunday,2646,1.3966,Success
797,2027-03-08,Expense,4918,1639,3493,4428,1191,0.3412,0.5096,183,2516,2,1.4015,0.9983,0,0.9836,1,2027-03,March,3,1,2027,Monday,3237,0.0413,Success
798,2027-03-09,Revenue,1668,2758,269,4194,2834,0.7975,1.3351,1621,1643,6,1.6735,0.889,0,0.3193,1,2027-03,March,3,1,2027,Tuesday,1360,0.3865,Success
799,2027-03-10,Liability,3659,727,1541,3122,3703,0.2238,1.3445,465,2217,7,1.8639,0.9226,0,0.7263,1,2027-03,March,3,1,2027,Wednesday,-581,0.1489,Success
800,2027-03-11,Revenue,4246,3294,1435,2587,832,0.7984,1.0722,1219,1943,9,1.637,0.9385,0,0.8463,1,2027-03,March,3,1,2027,Thursday,1755,0.4712,Success
801,2027-03-12,Expense,199,3081,3130,3506,3887,0.7864,2.3085,2823,954,8,1.2483,0.945,0,0.019,1,2027-03,March,3,1,2027,Friday,-381,0.8052,Success
802,2027-03-13,Expense,1515,2787,836,1000,2803,0.6448,0.9053,3854,3306,1,1.3306,0.8987,0,0.288,1,2027-03,March,3,1,2027,Saturday,-1803,3.854,Success
803,2027-03-14,Expense,1165,2051,2322,4602,439,0.5272,1.9706,3376,3858,7,0.8896,0.8907,0,0.2165,1,2027-03,March,3,1,2027,Sunday,4163,0.7336,Success
804,2027-03-15,Revenue,686,1351,2526,1898,3316,0.3779,0.6551,1058,1797,6,1.6023,0.8947,0,0.1186,1,2027-03,March,3,1,2027,Monday,-1418,0.5574,Success
805,2027-03-16,Revenue,1686,2974,690,2616,1881,0.3387,1.584,3559,2846,8,0.9181,0.9828,0,0.323,1,2027-03,March,3,1,2027,Tuesday,735,1.3605,Success
806,2027-03-17,Asset,4583,2685,1394,3742,1802,0.2232,1.6493,3837,1335,4,0.62,0.8972,0,0.9152,1,2027-03,March,3,1,2027,Wednesday,1940,1.0254,Success
807,2027-03-18,Asset,3975,3605,3432,2120,439,0.3658,2.8466,1211,3050,2,1.4039,0.8584,0,0.7909,1,2027-03,March,3,1,2027,Thursday,1681,0.5712,Success
808,2027-03-19,Revenue,2413,908,203,4466,1059,0.5082,0.5121,185,3837,4,0.6851,0.9321,0,0.4716,1,2027-03,March,3,1,2027,Friday,3407,0.0414,Success
809,2027-03-20,Liability,3552,3588,1788,4110,1361,0.6877,2.194,4221,2428,3,0.5783,0.8841,0,0.7044,1,2027-03,March,3,1,2027,Saturday,2749,1.027,Success
810,2027-03-21,Liability,2682,1958,3429,2279,2775,0.2223,0.581,2878,1459,2,1.803,0.8621,0,0.5266,1,2027-03,March,3,1,2027,Sunday,-496,1.2628,Success
811,2027-03-22,Liability,1556,2169,1947,3048,823,0.6272,2.7286,2689,3875,5,1.3236,0.835,0,0.2964,1,2027-03,March,3,1,2027,Monday,2225,0.8822,Success
812,2027-03-23,Asset,4203,1635,1440,2231,3254,0.6431,2.7887,1600,1493,4,0.8711,0.8894,0,0.8375,1,2027-03,March,3,1,2027,Tuesday,-1023,0.7172,Success
813,2027-03-24,Asset,2783,1100,919,2980,2162,0.395,2.7073,3263,3708,4,0.5547,0.8292,0,0.5472,1,2027-03,March,3,1,2027,Wednesday,818,1.095,Success
814,2027-03-25,Revenue,4940,1019,3472,1939,1940,0.7505,0.5083,199,3968,2,1.205,0.8505,0,0.9881,1,2027-03,March,3,1,2027,Thursday,-1,0.1026,Success
815,2027-03-26,Expense,3110,2773,1032,2996,1373,0.6029,2.0912,897,2069,3,0.6412,0.8312,0,0.6141,1,2027-03,March,3,1,2027,Friday,1623,0.2994,Success
816,2027-03-27,Expense,3454,689,3628,4893,1283,0.5882,2.9379,2602,675,9,1.1688,0.8217,0,0.6844,1,2027-03,March,3,1,2027,Saturday,3610,0.5318,Success
817,2027-03-28,Expense,268,2303,3645,2841,2733,0.4502,0.5019,868,3539,4,1.7216,0.9794,0,0.0331,1,2027-03,March,3,1,2027,Sunday,108,0.3055,Success
818,2027-03-29,Expense,2887,4158,1050,1750,3516,0.5842,2.9978,4999,1909,5,1.2004,0.962,0,0.5685,0,2027-03,March,3,1,2027,Monday,-1766,2.8566,Failure
819,2027-03-30,Revenue,1643,2612,1278,3855,231,0.5654,2.1321,143,3902,5,1.7326,0.9841,0,0.3142,1,2027-03,March,3,1,2027,Tuesday,3624,0.0371,Success
820,2027-03-31,Liability,3491,1159,1388,3556,1603,0.3781,2.0301,3323,846,8,1.2667,0.8311,0,0.6919,1,2027-03,March,3,1,2027,Wednesday,1953,0.9345,Success
821,2027-04-01,Revenue,3228,810,1854,1797,483,0.5787,1.8911,4212,1154,5,0.5142,0.88,0,0.6382,1,2027-04,April,4,2,2027,Thursday,1314,2.3439,Success
822,2027-04-02,Liability,2902,2437,945,1542,1754,0.6563,1.8168,3093,3202,5,0.867,0.9173,1,0.5715,1,2027-04,April,4,2,2027,Friday,-212,2.0058,Success
823,2027-04-03,Expense,1502,2615,3484,1344,431,0.6816,0.5236,4959,2085,1,0.9353,0.8493,0,0.2854,1,2027-04,April,4,2,2027,Saturday,913,3.6897,Success
824,2027-04-04,Asset,3677,3031,980,2237,3422,0.2914,0.6809,792,138,1,1.6725,0.9166,1,0.73,1,2027-04,April,4,2,2027,Sunday,-1185,0.354,Success
825,2027-04-05,Expense,4062,3812,3103,4091,1005,0.5615,2.6239,4214,2054,6,0.5331,0.8201,0,0.8087,1,2027-04,April,4,2,2027,Monday,3086,1.0301,Success
826,2027-04-06,Liability,3430,2402,2012,1267,2321,0.6076,2.2815,4326,722,7,0.9015,0.9485,0,0.6795,1,2027-04,April,4,2,2027,Tuesday,-1054,3.4144,Success
827,2027-04-07,Expense,984,1689,2985,1902,3902,0.2417,0.5376,2359,886,4,0.503,0.9478,0,0.1795,1,2027-04,April,4,2,2027,Wednesday,-2000,1.2403,Success
828,2027-04-08,Asset,2209,3701,2046,651,574,0.2886,2.302,1644,1582,4,0.5376,0.9416,0,0.4299,1,2027-04,April,4,2,2027,Thursday,77,2.5253,Success
829,2027-04-09,Asset,1662,2768,2574,1999,559,0.5753,1.7988,4350,983,9,1.5592,0.8969,0,0.3181,1,2027-04,April,4,2,2027,Friday,1440,2.1761,Success
830,2027-04-10,Asset,2592,4420,3367,618,2064,0.7599,2.9882,876,3282,8,1.4888,0.9057,0,0.5082,1,2027-04,April,4,2,2027,Saturday,-1446,1.4175,Success
831,2027-04-11,Liability,2476,1036,3114,3145,1565,0.6505,2.512,3647,3219,5,0.9843,0.8876,0,0.4845,1,2027-04,April,4,2,2027,Sunday,1580,1.1596,Success
832,2027-04-12,Asset,2156,1809,1643,1225,2949,0.7842,2.5445,2047,2133,4,1.7575,0.8806,0,0.4191,1,2027-04,April,4,2,2027,Monday,-1724,1.671,Success
833,2027-04-13,Asset,512,1086,2224,4701,1150,0.5598,2.1605,1078,706,3,1.6665,0.8232,0,0.083,1,2027-04,April,4,2,2027,Tuesday,3551,0.2293,Success
834,2027-04-14,Asset,4293,3095,3670,2705,1468,0.3011,1.544,1203,1871,9,0.8097,0.8845,0,0.8559,1,2027-04,April,4,2,2027,Wednesday,1237,0.4447,Success
835,2027-04-15,Revenue,3827,3851,1728,3320,1830,0.3608,1.5564,2892,860,1,1.9242,0.9674,0,0.7606,1,2027-04,April,4,2,2027,Thursday,1490,0.8711,Success
836,2027-04-16,Expense,4526,2622,877,461,2086,0.778,1.069,4606,3515,1,0.6574,0.9207,0,0.9035,1,2027-04,April,4,2,2027,Friday,-1625,9.9913,Success
837,2027-04-17,Revenue,252,980,1169,3785,530,0.7374,2.0926,1424,3892,9,1.132,0.8697,0,0.0298,1,2027-04,April,4,2,2027,Saturday,3255,0.3762,Success
838,2027-04-18,Liability,1860,1817,622,4110,1727,0.4103,0.6353,1477,410,1,0.8129,0.9337,0,0.3585,1,2027-04,April,4,2,2027,Sunday,2383,0.3594,Success
839,2027-04-19,Revenue,4115,3706,444,3540,3621,0.4685,1.882,2103,641,8,1.8549,0.8442,0,0.8195,1,2027-04,April,4,2,2027,Monday,-81,0.5941,Success
840,2027-04-20,Revenue,4495,908,2031,1823,808,0.2723,2.1997,1662,1092,6,0.758,0.9516,0,0.8972,1,2027-04,April,4,2,2027,Tuesday,1015,0.9117,Success
841,2027-04-21,Asset,4676,2110,3885,912,3606,0.3898,2.5112,4518,422,3,0.6004,0.8108,0,0.9342,1,2027-04,April,4,2,2027,Wednesday,-2694,4.9539,Success
842,2027-04-22,Liability,702,1035,1257,1309,2265,0.617,2.1528,343,355,8,1.2271,0.8316,0,0.1218,1,2027-04,April,4,2,2027,Thursday,-956,0.262,Success
843,2027-04-23,Liability,1983,575,2593,3591,2443,0.4181,1.7419,4441,1632,2,1.146,0.8581,0,0.3837,1,2027-04,April,4,2,2027,Friday,1148,1.2367,Success
844,2027-04-24,Expense,2971,1785,2139,861,2811,0.3052,0.7594,236,3083,2,1.1701,0.8908,0,0.5857,1,2027-04,April,4,2,2027,Saturday,-1950,0.2741,Success
845,2027-04-25,Revenue,348,3849,623,4359,511,0.5988,1.3236,1612,1403,9,1.1149,0.8221,0,0.0495,1,2027-04,April,4,2,2027,Sunday,3848,0.3698,Success
846,2027-04-26,Asset,577,2486,3191,589,1821,0.7735,0.7123,2064,3853,8,0.9878,0.8681,0,0.0963,1,2027-04,April,4,2,2027,Monday,-1232,3.5042,Success
847,2027-04-27,Liability,3698,4204,3506,1680,3548,0.5218,2.1775,1064,917,8,1.3826,0.9277,0,0.7343,0,2027-04,April,4,2,2027,Tuesday,-1868,0.6333,Failure
848,2027-04-28,Expense,1063,4460,986,3094,2753,0.5992,2.0782,3701,512,1,1.6232,0.8831,0,0.1956,1,2027-04,April,4,2,2027,Wednesday,341,1.1962,Success
849,2027-04-29,Liability,2147,3980,1414,1525,2604,0.3365,2.0157,388,1437,6,0.6341,0.99,0,0.4172,1,2027-04,April,4,2,2027,Thursday,-1079,0.2544,Success
850,2027-04-30,Liability,2378,2333,2884,532,567,0.2804,2.9331,285,3991,8,1.3337,0.9125,0,0.4644,1,2027-04,April,4,2,2027,Friday,-35,0.5357,Success
851,2027-05-01,Revenue,4457,3589,3581,3427,331,0.2483,2.948,1836,2872,5,1.0674,0.8727,0,0.8894,1,2027-05,May,5,2,2027,Saturday,3096,0.5357,Success
852,2027-05-02,Expense,4337,2413,1129,2177,3242,0.3427,1.0355,2210,2692,3,0.6169,0.8086,0,0.8649,1,2027-05,May,5,2,2027,Sunday,-1065,1.0152,Success
853,2027-05-03,Asset,224,4045,2204,562,2108,0.5131,1.2418,4830,857,7,1.4389,0.9743,0,0.0241,0,2027-05,May,5,2,2027,Monday,-1546,8.5943,Failure
854,2027-05-04,Asset,4998,594,2158,4751,1573,0.3419,1.8806,4303,3130,3,1.6039,0.9213,0,1.0,1,2027-05,May,5,2,2027,Tuesday,3178,0.9057,Success
855,2027-05-05,Liability,2741,1488,2775,2043,2766,0.5786,1.554,3251,3007,7,1.0231,0.9764,0,0.5386,1,2027-05,May,5,2,2027,Wednesday,-723,1.5913,Success
856,2027-05-06,Revenue,2654,2355,2151,1307,1815,0.7879,0.5868,1855,1353,7,0.8238,0.9315,0,0.5209,0,2027-05,May,5,2,2027,Thursday,-508,1.4193,Failure
857,2027-05-07,Liability,2232,1260,1832,1054,677,0.2313,1.2562,4007,1739,5,1.0597,0.9343,0,0.4346,1,2027-05,May,5,2,2027,Friday,377,3.8017,Success
858,2027-05-08,Expense,2706,3353,456,2440,980,0.5794,2.6253,2027,1105,4,1.9981,0.8439,0,0.5315,1,2027-05,May,5,2,2027,Saturday,1460,0.8307,Success
859,2027-05-09,Asset,1462,3366,3190,1304,2762,0.4016,1.0485,1521,3886,4,1.4973,0.9387,0,0.2772,1,2027-05,May,5,2,2027,Sunday,-1458,1.1664,Success
860,2027-05-10,Revenue,3314,2741,2365,4704,3975,0.3268,0.6079,622,2147,5,1.066,0.9362,0,0.6558,1,2027-05,May,5,2,2027,Monday,729,0.1322,Success
861,2027-05-11,Expense,4160,3870,1664,2443,899,0.2392,2.6426,3398,2750,9,1.2474,0.8915,0,0.8287,1,2027-05,May,5,2,2027,Tuesday,1544,1.3909,Success
862,2027-05-12,Revenue,3269,1038,1500,2360,931,0.4794,2.8495,3112,1335,1,0.9001,0.8637,0,0.6466,1,2027-05,May,5,2,2027,Wednesday,1429,1.3186,Success
863,2027-05-13,Asset,4051,1602,1873,4283,158,0.3948,1.3718,3288,412,9,1.5872,0.8663,0,0.8064,1,2027-05,May,5,2,2027,Thursday,4125,0.7677,Success
864,2027-05-14,Revenue,672,4264,2017,2901,1094,0.3442,2.009,3356,3478,9,0.5574,0.8215,0,0.1157,1,2027-05,May,5,2,2027,Friday,1807,1.1568,Success
865,2027-05-15,Liability,4858,2548,2503,2361,3183,0.3448,2.209,2194,2175,7,0.7138,0.8343,0,0.9714,1,2027-05,May,5,2,2027,Saturday,-822,0.9293,Success
866,2027-05-16,Asset,2352,1076,3658,1246,1769,0.7402,2.2485,4234,2164,2,0.6014,0.8437,0,0.4591,1,2027-05,May,5,2,2027,Sunday,-523,3.3981,Success
867,2027-05-17,Asset,3005,3459,2894,2055,3929,0.4851,1.7747,3460,931,6,0.8237,0.8662,0,0.5926,1,2027-05,May,5,2,2027,Monday,-1874,1.6837,Success
868,2027-05-18,Asset,2322,762,1570,1662,3975,0.5891,0.6695,4293,3020,3,1.0125,0.9445,0,0.453,1,2027-05,May,5,2,2027,Tuesday,-2313,2.583,Success
869,2027-05-19,Liability,362,1057,600,933,1711,0.7401,1.185,3922,3025,1,0.6171,0.9346,0,0.0523,1,2027-05,May,5,2,2027,Wednesday,-778,4.2036,Success
870,2027-05-20,Expense,2089,4155,434,748,2191,0.2663,1.5942,3197,1210,7,1.2325,0.963,0,0.4054,1,2027-05,May,5,2,2027,Thursday,-1443,4.2741,Success
871,2027-05-21,Liability,4247,2605,1240,3568,2044,0.2675,1.3993,3634,1802,8,0.85,0.9539,0,0.8465,1,2027-05,May,5,2,2027,Friday,1524,1.0185,Success
872,2027-05-22,Asset,174,2422,816,2495,535,0.4911,0.7859,3585,2624,4,1.4038,0.8092,0,0.0139,1,2027-05,May,5,2,2027,Saturday,1960,1.4369,Success
873,2027-05-23,Revenue,4195,1713,2705,2960,2840,0.2225,2.8045,3903,1250,3,1.1718,0.9934,0,0.8359,1,2027-05,May,5,2,2027,Sunday,120,1.3186,Success
874,2027-05-24,Asset,671,3131,3866,1332,550,0.6988,2.3489,837,3170,4,0.5009,0.936,0,0.1155,1,2027-05,May,5,2,2027,Monday,782,0.6284,Success
875,2027-05-25,Liability,3083,2589,743,4917,3050,0.6613,2.9147,4918,925,8,0.6438,0.9398,0,0.6085,1,2027-05,May,5,2,2027,Tuesday,1867,1.0002,Success
876,2027-05-26,Asset,3310,1305,1075,1496,2726,0.7731,2.6388,3415,2357,2,1.5948,0.8584,0,0.6549,1,2027-05,May,5,2,2027,Wednesday,-1230,2.2828,Success
877,2027-05-27,Revenue,919,3170,1870,702,2980,0.2014,2.7105,3054,2287,5,1.7603,0.9742,0,0.1662,1,2027-05,May,5,2,2027,Thursday,-2278,4.3504,Success
878,2027-05-28,Expense,4697,4254,2112,1946,511,0.475,0.8951,1739,229,3,1.1183,0.8358,0,0.9385,1,2027-05,May,5,2,2027,Friday,1435,0.8936,Success
879,2027-05-29,Liability,4895,1339,715,4485,2380,0.7375,2.7524,4474,2300,8,1.6577,0.9721,1,0.9789,1,2027-05,May,5,2,2027,Saturday,2105,0.9975,Success
880,2027-05-30,Expense,699,2110,3831,1121,2286,0.5852,0.923,133,860,8,1.3147,0.9124,0,0.1212,0,2027-05,May,5,2,2027,Sunday,-1165,0.1186,Failure
